county,state,incidence_level,year,cases,data_available
Clarke County,Alabama,Low Incidence,2007,0,True
Clarke County,Alabama,Low Incidence,2008,0,True
Clarke County,Alabama,Low Incidence,2009,0,True
Clarke County,Alabama,Low Incidence,2010,0,True
Clarke County,Alabama,Low Incidence,2011,0,True
Clarke County,Alabama,Low Incidence,2012,0,True
Clarke County,Alabama,Low Incidence,2013,0,True
Clarke County,Alabama,Low Incidence,2014,0,True
Clarke County,Alabama,Low Incidence,2015,0,True
Clarke County,Alabama,Low Incidence,2016,0,True
Clarke County,Alabama,Low Incidence,2017,0,True
Clarke County,Alabama,Low Incidence,2018,0,True
Clarke County,Alabama,Low Incidence,2019,0,True
Clarke County,Alabama,Low Incidence,2020,0,True
Clarke County,Alabama,Low Incidence,2021,0,True
Clarke County,Alabama,Low Incidence,2022,0,True
Clarke County,Alabama,Low Incidence,2023,0,True
Clay County,Alabama,Low Incidence,2001,0,True
Clay County,Alabama,Low Incidence,2002,0,True
Clay County,Alabama,Low Incidence,2003,0,True
Clay County,Alabama,Low Incidence,2004,0,True
Clay County,Alabama,Low Incidence,2005,0,True
Clay County,Alabama,Low Incidence,2006,0,True
Clay County,Alabama,Low Incidence,2007,0,True
Clay County,Alabama,Low Incidence,2008,0,True
Clay County,Alabama,Low Incidence,2009,0,True
Clay County,Alabama,Low Incidence,2010,0,True
Clay County,Alabama,Low Incidence,2011,0,True
Clay County,Alabama,Low Incidence,2012,0,True
Clay County,Alabama,Low Incidence,2013,0,True
Clay County,Alabama,Low Incidence,2014,0,True
Clay County,Alabama,Low Incidence,2015,1,True
Clay County,Alabama,Low Incidence,2016,0,True
Clay County,Alabama,Low Incidence,2017,1,True
Clay County,Alabama,Low Incidence,2018,1,True
Clay County,Alabama,Low Incidence,2019,0,True
Clay County,Alabama,Low Incidence,2020,0,True
Clay County,Alabama,Low Incidence,2021,0,True
Clay County,Alabama,Low Incidence,2022,0,True
Clay County,Alabama,Low Incidence,2023,0,True
Cleburne County,Alabama,Low Incidence,2001,0,True
Cleburne County,Alabama,Low Incidence,2002,0,True
Cleburne County,Alabama,Low Incidence,2003,0,True
Cleburne County,Alabama,Low Incidence,2004,0,True
Cleburne County,Alabama,Low Incidence,2005,0,True
Cleburne County,Alabama,Low Incidence,2006,0,True
Cleburne County,Alabama,Low Incidence,2007,0,True
Cleburne County,Alabama,Low Incidence,2008,0,True
Cleburne County,Alabama,Low Incidence,2009,0,True
Cleburne County,Alabama,Low Incidence,2010,0,True
Cleburne County,Alabama,Low Incidence,2011,0,True
Cleburne County,Alabama,Low Incidence,2012,0,True
Cleburne County,Alabama,Low Incidence,2013,0,True
Cleburne County,Alabama,Low Incidence,2014,1,True
Cleburne County,Alabama,Low Incidence,2015,0,True
Cleburne County,Alabama,Low Incidence,2016,0,True
Cleburne County,Alabama,Low Incidence,2017,0,True
Cleburne County,Alabama,Low Incidence,2018,0,True
Cleburne County,Alabama,Low Incidence,2019,1,True
Cleburne County,Alabama,Low Incidence,2020,0,True
Cleburne County,Alabama,Low Incidence,2021,0,True
Cleburne County,Alabama,Low Incidence,2022,1,True
Cleburne County,Alabama,Low Incidence,2023,1,True
Coffee County,Alabama,Low Incidence,2001,0,True
Coffee County,Alabama,Low Incidence,2002,0,True
Coffee County,Alabama,Low Incidence,2003,0,True
Coffee County,Alabama,Low Incidence,2004,1,True
Coffee County,Alabama,Low Incidence,2005,0,True
Coffee County,Alabama,Low Incidence,2006,0,True
Coffee County,Alabama,Low Incidence,2007,0,True
Coffee County,Alabama,Low Incidence,2008,0,True
Coffee County,Alabama,Low Incidence,2009,0,True
Coffee County,Alabama,Low Incidence,2010,1,True
Coffee County,Alabama,Low Incidence,2011,0,True
Coffee County,Alabama,Low Incidence,2012,0,True
Coffee County,Alabama,Low Incidence,2013,0,True
Coffee County,Alabama,Low Incidence,2014,0,True
Coffee County,Alabama,Low Incidence,2015,0,True
Coffee County,Alabama,Low Incidence,2016,1,True
Coffee County,Alabama,Low Incidence,2017,1,True
Coffee County,Alabama,Low Incidence,2018,0,True
Coffee County,Alabama,Low Incidence,2019,0,True
Coffee County,Alabama,Low Incidence,2020,0,True
Coffee County,Alabama,Low Incidence,2021,1,True
Coffee County,Alabama,Low Incidence,2022,2,True
Coffee County,Alabama,Low Incidence,2023,2,True
Colbert County,Alabama,Low Incidence,2001,0,True
Colbert County,Alabama,Low Incidence,2002,0,True
Colbert County,Alabama,Low Incidence,2003,0,True
Colbert County,Alabama,Low Incidence,2004,0,True
Colbert County,Alabama,Low Incidence,2005,0,True
Colbert County,Alabama,Low Incidence,2006,0,True
Colbert County,Alabama,Low Incidence,2007,0,True
Colbert County,Alabama,Low Incidence,2008,0,True
Colbert County,Alabama,Low Incidence,2009,0,True
Colbert County,Alabama,Low Incidence,2010,0,True
Colbert County,Alabama,Low Incidence,2011,0,True
Colbert County,Alabama,Low Incidence,2012,0,True
Colbert County,Alabama,Low Incidence,2013,0,True
Colbert County,Alabama,Low Incidence,2014,0,True
Colbert County,Alabama,Low Incidence,2015,0,True
Colbert County,Alabama,Low Incidence,2016,0,True
Colbert County,Alabama,Low Incidence,2017,0,True
Colbert County,Alabama,Low Incidence,2018,1,True
Colbert County,Alabama,Low Incidence,2019,2,True
Colbert County,Alabama,Low Incidence,2020,0,True
Colbert County,Alabama,Low Incidence,2021,0,True
Colbert County,Alabama,Low Incidence,2022,0,True
Colbert County,Alabama,Low Incidence,2023,0,True
Conecuh County,Alabama,Low Incidence,2001,0,True
Conecuh County,Alabama,Low Incidence,2002,0,True
Conecuh County,Alabama,Low Incidence,2003,0,True
Conecuh County,Alabama,Low Incidence,2004,0,True
Conecuh County,Alabama,Low Incidence,2005,0,True
Conecuh County,Alabama,Low Incidence,2006,0,True
Conecuh County,Alabama,Low Incidence,2007,0,True
Conecuh County,Alabama,Low Incidence,2008,0,True
Conecuh County,Alabama,Low Incidence,2009,0,True
Conecuh County,Alabama,Low Incidence,2010,0,True
Conecuh County,Alabama,Low Incidence,2011,0,True
Conecuh County,Alabama,Low Incidence,2012,0,True
Conecuh County,Alabama,Low Incidence,2013,0,True
Conecuh County,Alabama,Low Incidence,2014,0,True
Conecuh County,Alabama,Low Incidence,2015,0,True
Conecuh County,Alabama,Low Incidence,2016,0,True
Conecuh County,Alabama,Low Incidence,2017,0,True
Conecuh County,Alabama,Low Incidence,2018,0,True
Conecuh County,Alabama,Low Incidence,2019,0,True
Conecuh County,Alabama,Low Incidence,2020,0,True
Conecuh County,Alabama,Low Incidence,2021,0,True
Conecuh County,Alabama,Low Incidence,2022,0,True
Conecuh County,Alabama,Low Incidence,2023,0,True
Coosa County,Alabama,Low Incidence,2001,0,True
Coosa County,Alabama,Low Incidence,2002,0,True
Coosa County,Alabama,Low Incidence,2003,0,True
Coosa County,Alabama,Low Incidence,2004,0,True
Coosa County,Alabama,Low Incidence,2005,0,True
Coosa County,Alabama,Low Incidence,2006,0,True
Coosa County,Alabama,Low Incidence,2007,0,True
Coosa County,Alabama,Low Incidence,2008,0,True
Coosa County,Alabama,Low Incidence,2009,0,True
Coosa County,Alabama,Low Incidence,2010,0,True
Coosa County,Alabama,Low Incidence,2011,0,True
Coosa County,Alabama,Low Incidence,2012,0,True
Coosa County,Alabama,Low Incidence,2013,0,True
Coosa County,Alabama,Low Incidence,2014,1,True
Coosa County,Alabama,Low Incidence,2015,0,True
Coosa County,Alabama,Low Incidence,2016,0,True
Coosa County,Alabama,Low Incidence,2017,0,True
Coosa County,Alabama,Low Incidence,2018,0,True
Coosa County,Alabama,Low Incidence,2019,1,True
Coosa County,Alabama,Low Incidence,2020,0,True
Coosa County,Alabama,Low Incidence,2021,1,True
Coosa County,Alabama,Low Incidence,2022,0,True
Coosa County,Alabama,Low Incidence,2023,0,True
Covington County,Alabama,Low Incidence,2001,0,True
Covington County,Alabama,Low Incidence,2002,0,True
Covington County,Alabama,Low Incidence,2003,0,True
Covington County,Alabama,Low Incidence,2004,0,True
Covington County,Alabama,Low Incidence,2005,0,True
Covington County,Alabama,Low Incidence,2006,0,True
Covington County,Alabama,Low Incidence,2007,0,True
Covington County,Alabama,Low Incidence,2008,0,True
Covington County,Alabama,Low Incidence,2009,0,True
Covington County,Alabama,Low Incidence,2010,0,True
Covington County,Alabama,Low Incidence,2011,0,True
Covington County,Alabama,Low Incidence,2012,0,True
Covington County,Alabama,Low Incidence,2013,0,True
Covington County,Alabama,Low Incidence,2014,0,True
Covington County,Alabama,Low Incidence,2015,0,True
Covington County,Alabama,Low Incidence,2016,0,True
Covington County,Alabama,Low Incidence,2017,1,True
Covington County,Alabama,Low Incidence,2018,1,True
Covington County,Alabama,Low Incidence,2019,0,True
Covington County,Alabama,Low Incidence,2020,0,True
Covington County,Alabama,Low Incidence,2021,0,True
Covington County,Alabama,Low Incidence,2022,3,True
Covington County,Alabama,Low Incidence,2023,0,True
Crenshaw County,Alabama,Low Incidence,2001,0,True
Crenshaw County,Alabama,Low Incidence,2002,0,True
Crenshaw County,Alabama,Low Incidence,2003,0,True
Crenshaw County,Alabama,Low Incidence,2004,0,True
Crenshaw County,Alabama,Low Incidence,2005,0,True
Crenshaw County,Alabama,Low Incidence,2006,0,True
Crenshaw County,Alabama,Low Incidence,2007,0,True
Crenshaw County,Alabama,Low Incidence,2008,0,True
Crenshaw County,Alabama,Low Incidence,2009,0,True
Crenshaw County,Alabama,Low Incidence,2010,0,True
Crenshaw County,Alabama,Low Incidence,2011,0,True
Crenshaw County,Alabama,Low Incidence,2012,0,True
Crenshaw County,Alabama,Low Incidence,2013,0,True
Crenshaw County,Alabama,Low Incidence,2014,0,True
Crenshaw County,Alabama,Low Incidence,2015,0,True
Crenshaw County,Alabama,Low Incidence,2016,0,True
Crenshaw County,Alabama,Low Incidence,2017,0,True
Crenshaw County,Alabama,Low Incidence,2018,0,True
Crenshaw County,Alabama,Low Incidence,2019,0,True
Crenshaw County,Alabama,Low Incidence,2020,0,True
Crenshaw County,Alabama,Low Incidence,2021,0,True
Crenshaw County,Alabama,Low Incidence,2022,0,True
Crenshaw County,Alabama,Low Incidence,2023,0,True
Cullman County,Alabama,Low Incidence,2001,0,True
Cullman County,Alabama,Low Incidence,2002,0,True
Cullman County,Alabama,Low Incidence,2003,0,True
Cullman County,Alabama,Low Incidence,2004,0,True
Cullman County,Alabama,Low Incidence,2005,0,True
Cullman County,Alabama,Low Incidence,2006,0,True
Cullman County,Alabama,Low Incidence,2007,0,True
Cullman County,Alabama,Low Incidence,2008,1,True
Cullman County,Alabama,Low Incidence,2009,0,True
Cullman County,Alabama,Low Incidence,2010,0,True
Cullman County,Alabama,Low Incidence,2011,0,True
Cullman County,Alabama,Low Incidence,2012,0,True
Cullman County,Alabama,Low Incidence,2013,1,True
Cullman County,Alabama,Low Incidence,2014,0,True
Cullman County,Alabama,Low Incidence,2015,0,True
Cullman County,Alabama,Low Incidence,2016,1,True
Cullman County,Alabama,Low Incidence,2017,1,True
Cullman County,Alabama,Low Incidence,2018,1,True
Cullman County,Alabama,Low Incidence,2019,1,True
Cullman County,Alabama,Low Incidence,2020,0,True
Cullman County,Alabama,Low Incidence,2021,1,True
Cullman County,Alabama,Low Incidence,2022,0,True
Cullman County,Alabama,Low Incidence,2023,0,True
Dale County,Alabama,Low Incidence,2001,0,True
Dale County,Alabama,Low Incidence,2002,0,True
Dale County,Alabama,Low Incidence,2003,0,True
Dale County,Alabama,Low Incidence,2004,0,True
Dale County,Alabama,Low Incidence,2005,0,True
Dale County,Alabama,Low Incidence,2006,0,True
Dale County,Alabama,Low Incidence,2007,0,True
Dale County,Alabama,Low Incidence,2008,1,True
Dale County,Alabama,Low Incidence,2009,0,True
Dale County,Alabama,Low Incidence,2010,0,True
Dale County,Alabama,Low Incidence,2011,0,True
Dale County,Alabama,Low Incidence,2012,0,True
Dale County,Alabama,Low Incidence,2013,0,True
Dale County,Alabama,Low Incidence,2014,0,True
Dale County,Alabama,Low Incidence,2015,0,True
Dale County,Alabama,Low Incidence,2016,0,True
Dale County,Alabama,Low Incidence,2017,1,True
Dale County,Alabama,Low Incidence,2018,2,True
Dale County,Alabama,Low Incidence,2019,0,True
Dale County,Alabama,Low Incidence,2020,0,True
Dale County,Alabama,Low Incidence,2021,1,True
Dale County,Alabama,Low Incidence,2022,1,True
Dale County,Alabama,Low Incidence,2023,0,True
Dallas County,Alabama,Low Incidence,2001,0,True
Dallas County,Alabama,Low Incidence,2002,0,True
Dallas County,Alabama,Low Incidence,2003,0,True
Dallas County,Alabama,Low Incidence,2004,0,True
Dallas County,Alabama,Low Incidence,2005,0,True
Dallas County,Alabama,Low Incidence,2006,0,True
Dallas County,Alabama,Low Incidence,2007,0,True
Dallas County,Alabama,Low Incidence,2008,0,True
Dallas County,Alabama,Low Incidence,2009,0,True
Dallas County,Alabama,Low Incidence,2010,0,True
Dallas County,Alabama,Low Incidence,2011,0,True
Dallas County,Alabama,Low Incidence,2012,0,True
Dallas County,Alabama,Low Incidence,2013,0,True
Dallas County,Alabama,Low Incidence,2014,0,True
Dallas County,Alabama,Low Incidence,2015,1,True
Dallas County,Alabama,Low Incidence,2016,1,True
Dallas County,Alabama,Low Incidence,2017,1,True
Dallas County,Alabama,Low Incidence,2018,0,True
Dallas County,Alabama,Low Incidence,2019,1,True
Dallas County,Alabama,Low Incidence,2020,0,True
Dallas County,Alabama,Low Incidence,2021,0,True
Dallas County,Alabama,Low Incidence,2022,1,True
Dallas County,Alabama,Low Incidence,2023,0,True
DeKalb County,Alabama,Low Incidence,2001,0,True
DeKalb County,Alabama,Low Incidence,2002,0,True
DeKalb County,Alabama,Low Incidence,2003,1,True
